path,origin,classification,reason,replacement
"CONFIGURAZIONE_PORTE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CONFRONTO_DETTAGLIATO_PAGINE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CONSOLE_ERRORS_FIX_VISUAL_SUMMARY.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COSA_E_CAMBIATO_FEB04.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COSA_FARE_PER_VEDERE_DIFFERENZA.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DASHBOARD_CLEANUP_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DASHBOARD_CLEANUP_PLAN.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DASHBOARD_IMPROVEMENTS_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DASHBOARD_INFINITE_LOOP_FIX_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DASHBOARD_INFINITE_LOOP_FIX_JAN16.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DASHBOARD_RESTORATION_SUCCESS.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DATABASE_CONNECTION_FIXED.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DATABASE_MAPPING_FIX_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DATABASE_MIGRATIONS_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DATABASE_MIGRATIONS_JAN16_2026.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DATABASE_REAL_ISSUES_CHECK.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DATABASE_REMOTE_CONNECTION_SETUP.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"database/ANALISI_DUMP_ONLINE.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"database/APPLICA_MIGRAZIONI_NUOVE.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"database/apply_migrations_online.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"database/DEPLOY_ALL_MIGRATIONS.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"database/DEPLOY_MICROZONE_TRACKING.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"database/migration_guide.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"database/MIGRATIONS_ONLINE_GUIDE.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"database/MIGRATIONS_READY_TO_COPY.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"database/migrations/README_AUTH_CONFIG.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"database/MODIFICHE_DATABASE_FASE1.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"database/README_MIGRATION.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"DEPENDENCY_CLEANUP_PLAN.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_ALTERNATIVO_CLI.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_DATABASE_ONLINE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_MIGRAZIONI_PRODUZIONE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_SQL_ONLINE_MINIMAL.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_SQL_PARTE_1_CRITICAL_FIXES.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_SQL_PARTE_1_SENZA_TRIGGER.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_SQL_PARTE_2_RLS_POLICIES.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_SQL_PARTE_3_VERIFICA.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_SQL_SOLO_FUNZIONI.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_SUCCESS_REPORT.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DEPLOY_TIMESTAMP.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DIAGNOSI_ORTO_SPARITO.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DIARIO_AUTOMATICO_INTELLIGENTE_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DIARIO_OPERATIVO_INTELLIGENTE_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DIRECTOR_DIARY_MANUAL_UPDATE_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DIRECTOR_ORCHESTRATOR_COMPLETE_JAN20.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DIRECTOR_ORCHESTRATOR_FIX_JAN20.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"DIRECTOR_SERVICE_ANALYSIS_JAN20.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"docker/AVVIO_MANUALE.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"docker/FIX_AUTHENTICATOR.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"docker/QUICK_FIX.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"docker/QUICK_START.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"docker/README_AVVIO.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"docker/README.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"docker/RESET_DATABASE.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"docker/RIEPILOGO_SETUP.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"docker/SETUP_ALTERNATIVO.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"docker/SOLUZIONE_SPAZIO_DISCO.md","tracked","delete","guida operativa storica superata dai gate correnti","README.md"
"docs/ADVANCED_SUN_EXPOSURE_WIZARD.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/ANALISI_FIELD_ROWS_INTEGRAZIONE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/ANALISI_WIZARD_ESISTENTE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/ARCHITECTURE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/archive/README.md","generated","keep","evidenza e indice generati dalla bonifica","MASTERDOC.md"
"docs/CHALLENGE_TO_CALENDAR_INTEGRATION.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/CONFIGURAZIONE_FILARI_SPEC.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/CORREZIONI_APPLICATE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/CRITICAL_SCHEMA_DIFFERENCES_LOCAL_VS_ONLINE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/DATABASE_SCHEMA_COMPARISON_LOCAL_VS_ONLINE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/DATABASE_SCHEMA.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/DATABASE_SHARED_SETUP.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/DATABASE_SUN_EXPOSURE_PREFERENCES.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/DEPLOY_STRATEGY.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/DEPLOYMENT.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/DIRECTOR_BASELINE_PLAYBOOK.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/DOCKER_SUPABASE_SETUP.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FASE1_COMPLETAMENTO_FINALE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FASE1_COMPLETATA.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FASE1_IMPLEMENTAZIONE_COMPLETA.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FASE1_QUICK_START.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FASE1_README.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FASE1_RIEPILOGO_COMPLETO.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FASE1_STATO_FINALE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FASE1_TEST_PLAN.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FASE2_PIANO_MIGLIORAMENTI_PRO.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FASE2_STATO_AVANZAMENTO.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FEATURE_BULK_FIELD_ROWS_CREATION.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FEATURE_SOIL_PH_INFO_BASE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIELD_ROWS_INTEGRATION_COMPLETE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIELD_ROWS_UI_COMPLETE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIRST_RELEASE_CHECKLIST.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIX_ACCESSIBILITA_GESTIONE_ORTI.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIX_DYNAMIC_TANKS_LABEL_BY_GARDEN_TYPE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIX_FIELD_ROWS_INSERT_ERROR.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIX_INTEGER_TYPE_ERROR_DAILY_SUN_HOURS.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIX_LAVORAZIONI_GESTIONE_ORTI.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIX_MECHANICAL_WORK_REGISTER_TABLE_MISSING.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIX_SETTINGS_GARDENS_NOT_VISIBLE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIX_SUPERADMIN_ONLINE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/FIX_WEATHER_API_FUTURE_DATES_ERROR.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/GESTIONE_ACCESSORI.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/GESTIONE_COLTURE_SPECIALIZZATE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/GESTIONE_ORTI_MODIFICA.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/IMPLEMENTATION_PLAN.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/INTEGRAZIONE_ADVANCED_SUN_WIZARD.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/INTEGRAZIONE_ZONE_BRACCIO_DESTRO.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/LOCAL_DEVELOPMENT.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/LOCAL_SETUP.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/manual/01-ai-predictions.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/02-drone-operations.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/03-traceability.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/04-certifications.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/04b-bio-certification-guide.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/05-ndvi-satellite.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/06-prescription-maps.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/07-ai-overview.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/08-global-ai-chat.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/09-planner-ai-chat.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/10-activity-registry.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/11-agronomist-consultations.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/14-smart-hub.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/15-irrigation-system.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/16-nutrition-treatments.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/17-mechanical-operations.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/18-orchard-management.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/19-olive-management.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/20-vineyard-management.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/21-individual-plants.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/22-business-intelligence.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/23-export-system.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/24-sustainability.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/25-research-development.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/26-integration-api.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/27-quick-start.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/28-economic-benefits.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/29-interface-navigation.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/30-use-cases.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/31-success-stories.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/32-roadmap.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/33-support-contacts.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/34-director-orchestrator.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/35-automated-diary.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/manual/README.md","tracked","keep","manuale sorgente servito dall app","-"
"docs/MICRO_ZONE_TRACKING_PATTERN.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/MIGRATION_APPLIED_20260104.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/MIGRATION_GUIDE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/NEXTJS_MIGRATION_COMPLETE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/ORTOMIO_GUIDA_UTENTE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/PIANO_GESTIONE_ORTI_AVANZATA.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/PIANO_STRATEGICO_PRO_FRUTTETI_OLIVETI_VIGNETI.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/PRECISION_AGRICULTURE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/QUICK_START_FREE_PRO.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/QUICK_START.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/REPLICABILITA_INFORMAZIONI_PIANTE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/reports/execution-plans/ORTOMIO_EXECUTION_PLAN_P2_FIELD_EXECUTION_LOOP_2026-04-19.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/execution-plans/ORTOMIO_EXECUTION_PLAN_P7_AGRONOMIC_BRAIN_UNIFICATION_2026-05-14.md","untracked","delete","piano locale parziale assorbito da P0-P9","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md","tracked","keep","unico piano esecutivo corrente","MASTERDOC.md"
"docs/reports/ORCHESTRATOR_DEEP_AUDIT_2026-03-09.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORCHESTRATOR_GAP_REGISTER_2026-03-09.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORCHESTRATOR_TARGET_ARCHITECTURE_2026-03-09.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORTOMIO_APPLICATION_CURRENT_STATE_2026-04-18.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORTOMIO_APPLICATION_MANUAL_2026-04-19.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORTOMIO_DOCUMENTATION_AUDIT_2026-04-23.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORTOMIO_EXECUTION_PLAN_MASTER_INDEX_2026-04-19.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORTOMIO_PHASE0_CONTRACT_AUDIT_2026-04-18.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORTOMIO_PHASE0_KICKOFF_BACKLOG_2026-04-18.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORTOMIO_PLATFORM_CAPABILITIES_2026-03-30.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORTOMIO_STAKEHOLDER_PRESENTATION_2026-04-18.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/ORTOMIO_TECHNICAL_IMPLEMENTATION_PLAN_2026-04-18.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/P0_BASELINE_INVENTORY_2026-07-16.md","tracked","keep","evidenza della release candidate P0-P9","MASTERDOC.md"
"docs/reports/P2_CAPABILITY_NAVIGATION_EVIDENCE_2026-07-17.md","tracked","keep","evidenza della release candidate P0-P9","MASTERDOC.md"
"docs/reports/P3_CORE_PERSISTENCE_EVIDENCE_2026-07-17.md","tracked","keep","evidenza della release candidate P0-P9","MASTERDOC.md"
"docs/reports/P4_PHYSICAL_OPERATIONS_EVIDENCE_2026-07-17.md","tracked","keep","evidenza della release candidate P0-P9","MASTERDOC.md"
"docs/reports/P5_HEALTH_PREDICTIONS_MONITORING_EVIDENCE_2026-07-17.md","tracked","keep","evidenza della release candidate P0-P9","MASTERDOC.md"
"docs/reports/P6_REMOTE_DATA_DEMO_ISOLATION_EVIDENCE_2026-07-17.md","tracked","keep","evidenza della release candidate P0-P9","MASTERDOC.md"
"docs/reports/P7_CERTIFICATIONS_EXPORT_ADMIN_EVIDENCE_2026-07-17.md","tracked","keep","evidenza della release candidate P0-P9","MASTERDOC.md"
"docs/reports/P8_ROLLOUT_OBSERVABILITY_EVIDENCE_2026-07-17.md","tracked","keep","evidenza della release candidate P0-P9","MASTERDOC.md"
"docs/reports/P9_DOCUMENT_HYGIENE_MANIFEST_2026-07-17.csv","generated","keep","evidenza e indice generati dalla bonifica","MASTERDOC.md"
"docs/reports/P9_DOCUMENT_HYGIENE_REPORT_2026-07-17.md","generated","keep","evidenza e indice generati dalla bonifica","MASTERDOC.md"
"docs/reports/P9_DOCUMENTATION_ALIGNMENT_EVIDENCE_2026-07-17.md","tracked","keep","evidenza della release candidate P0-P9","MASTERDOC.md"
"docs/reports/PRECISION_AGRICULTURE_CONSOLIDATED_ROADMAP_2026-03-20.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/PRECISION_AGRICULTURE_EXCELLENCE_ROADMAP_2026-03-30.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/PRECISION_AGRICULTURE_GAP_MAP_2026-03-12.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/PRECISION_AGRICULTURE_IMPLEMENTATION_PLAN_2026-03-12.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/PRECISION_AGRICULTURE_IMPROVEMENT_PLAN_2026-03-31.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/PRECISION_AGRICULTURE_NEXT_EXECUTION_PLAN_2026-04-01.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/reports/TRANSVERSAL_PRECISION_AGRICULTURE_IMPLEMENTATION_PLAN_2026-03-29.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/RIEPILOGO_SISTEMA_COMPLETO.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/security/API_CAPABILITY_MATRIX.md","tracked","keep","contratto e baseline sicurezza","docs/security/API_CAPABILITY_MATRIX.md"
"docs/security/P1_SECURITY_REMEDIATION_2026-07-17.md","tracked","keep","contratto e baseline sicurezza","docs/security/API_CAPABILITY_MATRIX.md"
"docs/security/SUPABASE_SECURITY_ADVISOR_2026-07-16.md","tracked","keep","contratto e baseline sicurezza","docs/security/API_CAPABILITY_MATRIX.md"
"docs/SESSION_SUMMARY_2026_01_05.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/SETUP_COMPLETO.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/SETUP_SUPABASE_CLOUD.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/SEZIONI_PRO_MIGLIORATE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/SINCRONIZZAZIONE_DISPOSITIVI.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/SISTEMA_LAVORAZIONI_MECCANICHE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/SISTEMA_METEO_INTELLIGENTE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/SISTEMA_PRODUZIONI_SCALARI.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/SISTEMI_COLTIVAZIONE_AVANZATI.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/SOLUZIONE_SINCRONIZZAZIONE_COMPLETA.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/STATO_DATABASE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/STORIA_COMPLETA_APP.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/SUN_EXPOSURE_GUIDE.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/superpowers/MASTER_EXECUTION_PLAN.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/superpowers/plans/2026-06-22-component-quality.md","untracked","delete","piano locale parziale assorbito da P0-P9","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/superpowers/plans/2026-06-22-farm-command-center.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/superpowers/plans/2026-06-22-service-logic-correctness.md","untracked","delete","piano locale parziale assorbito da P0-P9","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/superpowers/plans/2026-06-22-storage-provider-integrity.md","untracked","delete","piano locale parziale assorbito da P0-P9","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/superpowers/plans/2026-06-25-complete-improvement-plan.md","untracked","delete","piano locale parziale assorbito da P0-P9","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/superpowers/plans/2026-06-25-orchestrator-score-fixes.md","untracked","delete","piano locale parziale assorbito da P0-P9","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/superpowers/plans/2026-06-26-p8-agronomic-brain-robustezza.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/superpowers/specs/2026-06-22-farm-command-center-design.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/superpowers/specs/2026-06-26-ortomio-complete-roadmap-design.md","tracked","delete","piano report o specifica integralmente assorbita","docs/reports/execution-plans/ORTOMIO_PIANO_ESECUTIVO_COMPLETAMENTO_2026-07-16.md"
"docs/TEST_PRO_QUICK.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/TIER_SIMPLIFICATION_PRO_ONLY.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/TYPES_ESTENSIONE_GERARCHICA.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
"docs/VERCEL_DEPLOYMENT.md","tracked","delete","documentazione storica non canonica","MASTERDOC.md"
